File,CEGAR,Cheetah,S52SAT,LCK,KSP
QS57_8_5.cnf_0.05_1_1.intohylo,1.5394556522369385,5.2115795612335205,-1.0,-1.0,-1.0
QS57_8_5.cnf_0.05_1_2.intohylo,1.3594613075256348,5.05770206451416,-1.0,-1.0,-1.0
QS57_8_5.cnf_0.05_3_1.intohylo,1.3962976932525635,6.779113292694092,-1.0,-1.0,-1.0
QS57_8_5.cnf_0.05_3_2.intohylo,1.376516342163086,6.437335252761841,-1.0,-1.0,-1.0
QS57_8_5.cnf_0.0_0_1.intohylo,0.8584578037261963,3.3256537914276123,13.473438262939453,-1.0,-1.0
QS57_8_5.cnf_0.1_1_1.intohylo,-1.0,11.431029081344604,-1.0,-1.0,-1.0
QS57_8_5.cnf_0.1_1_2.intohylo,20.983731269836426,14.699289798736572,-1.0,-1.0,-1.0
QS57_8_5.cnf_1.0_1_1.intohylo,-1.0,-1.0,-1.0,-1.0,-1.0
QS57_8_6.cnf_0.01_1_1.intohylo,1.122159481048584,6.407179117202759,-1.0,-1.0,-1.0
QS57_8_6.cnf_0.01_1_2.intohylo,1.0827851295471191,5.893240928649902,-1.0,-1.0,-1.0
QS57_8_6.cnf_0.01_3_1.intohylo,1.0483016967773438,8.78763198852539,-1.0,-1.0,-1.0
QS57_8_6.cnf_0.01_3_2.intohylo,1.0628483295440674,8.742281436920166,-1.0,-1.0,-1.0
QS57_8_6.cnf_0.05_1_1.intohylo,1.9933390617370605,7.516583681106567,-1.0,-1.0,-1.0
QS57_8_6.cnf_0.05_1_2.intohylo,1.8657588958740234,7.138476610183716,-1.0,-1.0,-1.0
QS57_8_6.cnf_0.05_3_1.intohylo,2.429002523422241,9.842144012451172,-1.0,-1.0,-1.0
QS57_8_6.cnf_0.05_3_2.intohylo,1.624157190322876,9.313125371932983,-1.0,-1.0,-1.0
QS57_8_6.cnf_0.0_0_1.intohylo,1.060776948928833,4.75153112411499,25.596593141555786,-1.0,-1.0
QS57_8_6.cnf_0.1_1_1.intohylo,-1.0,15.009911060333252,-1.0,-1.0,-1.0
QS57_8_6.cnf_0.1_1_2.intohylo,-1.0,17.569382190704346,-1.0,-1.0,-1.0
QS57_8_6.cnf_1.0_1_1.intohylo,-1.0,-1.0,-1.0,-1.0,-1.0
